;index;name;ingredients;cuisine
349;349;Chinese_Green_Beans_with_Ground_Turkey;['1 cup medium grain rice (uncooked)', '1 tablespoon sesame oil', '1 bunch green onions (sliced thin)', '2 cloves garlic (minced or crushed)', '1 pound ground turkey', '2 tablespoons chili garlic sauce', '2 tablespoons hoisin sauce', '1 teaspoon ginger (crushed)', '1 pound green beans (washed and trimmed, or Chinese long beans if available)', '1 tablespoon soy sauce', '1 tablespoon seasoned rice vinegar'];Chinese
350;350;Chinese_Chicken_Stir_Fry;['1 teaspoon chili oil', '2 cloves garlic (minced)', '1 tablespoon ginger (minced)', '3 spring onions (washed, white parts sliced very thin and green sections reserved)', '3 tablespoons soy sauce', '3/4 cup water', '3/4 cup unsalted cashews', '2 tablespoons peanut oil (for stir frying, as needed)', '1 1/2 pounds chicken breast (cut into 1 to 2-inch pieces)', '1 pound mushrooms (stems removed, cut into large pieces)', '1 cup carrots (sliced into 2- to 3-inch strips)', '1 can water chestnuts (whole)', '1 tablespoon cornstarch (mixed with 2 tablespoons water)'];Chinese
351;351;Chinese_Chicken_Salad;['2 skinless chicken breasts (boneless)', '2 tablespoons soy sauce', '1 teaspoon sesame oil', '1/4 teaspoon white pepper', '4 cups romaine lettuce (chopped)', '1 cup red cabbage (shredded)', '1/3 cup carrots (grated)', '1/4 cup edamame (shelled)', '1 green onion (thinly sliced)', '1/4 cup chow mein noodles (for serving)', '1/4 cup sliced almonds (for serving)', '1/4 cup rice wine vinegar', '1 clove garlic (pressed)', '1 tablespoon sesame oil', '1 tablespoon sugar', '1 teaspoon ginger (freshly grated)', '1 teaspoon soy sauce'];Chinese
352;352;Shrimp_Egg_Foo_Young_-_How_to_make_Egg_Foo_Young_-_Chinese_Food;['8 ounces shrimp (Peeled and Deveined Small)', '8 eggs', '1/2 cup frozen peas and carrots', '1/2 cup bean sprouts', '1/2 cup mushrooms (chopped into medium pieces)', '1/2 cup yellow onion (chopped into medium pieces)', '2 teaspoons soy sauce', '1 teaspoon granulated garlic', '1 teaspoon white pepper', '2 cups chicken broth', '1 tablespoon oyster sauce', '1 tablespoon low sodium soy sauce', '1 tablespoon water', '1 tablespoon corn starch'];Chinese
353;353;Chinese_Orange_Chicken;['chicken', '4 boneless skinless chicken breasts (cut into bite-size pieces)', '3 eggs (whisked)', '1/3 cup cornstarch', '1/3 cup flour', 'oil (for frying)', 'sauce (Orange Chicken)', '1 cup orange juice', '1/2 cup sugar', '2 tablespoons rice vinegar (or White Vinegar)', '2 tablespoons soy sauce', '1/4 teaspoon ginger', '1/4 teaspoon garlic powder (or 2 garlic cloves, finely diced)', '1/2 teaspoon red chili flakes', '1 Orange', '1 tablespoon cornstarch', 'green onions', 'orange zest'];Chinese
354;354;Chinese_Chicken_and_Broccoli_|_Keto,_Low_Calorie;['2 pounds boneless, skinless chicken breast', '1 tablespoon olive oil', '3 cloves garlic (minced)', '1/2 cup chicken broth', '2 teaspoons fish sauce', '1/4 cup soy sauce', '1 teaspoon sesame oil', '1 tablespoon rice vinegar', '2 teaspoons minced ginger (or 1 tsp ground ginger)', '1/4 cup brown sugar substitute (or to taste)', '8 cups broccoli florets', '1 cup carrots (chopped into matchsticks)', '1 teaspoon xanthan gum', '3 green onions (chopped, optional)'];Chinese
355;355;Chinese_Pepper_Steak;['1 pound flank steak (or top sirloin steak)', '1 tablespoon cornstarch', '1 tablespoon cooking oil (like olive oil or canola oil)', '2 seeds (bell peppers, remove and thinly sliced)', '2 garlic cloves (minced)', '1 teaspoon ginger (grated)', '3 tablespoons low sodium soy sauce', '3 tablespoons water', '1 tablespoon rice vinegar', '1/2 tablespoon brown sugar substitute', '1/4 teaspoon ground black pepper'];Chinese
356;356;Chinese_Lemon_Chicken;['3 chicken breasts boneless skinless', '1 egg', '1 1/2 teaspoons kosher salt', '1 pinch black pepper', '1 tablespoon canola oil', '1/2 cup cornstarch (divided)', '1/4 cup flour', '1/2 cup lemon juice', '1/4 cup sugar', '2/3 cup water'];Chinese
357;357;Chinese_Beef_and_Broccoli;['1 pound lean beef (cut into thin strips)', '1 tablespoon soy sauce', '1 tablespoon sherry', '2 tablespoons oil (for high-heat frying)', '1 small yellow onion (halved and then sliced)', '1 tablespoon minced fresh garlic', '1 tablespoon fresh ginger (minced)', '4 cups broccoli florets (fresh uncooked, in bite-sized pieces)', '1 cup bean sprouts', '1/3 cup soy sauce (paleo: substitute coconut aminos)', '1/3 cup water', '1/3 cup brown sugar (paleo: substitute approved sweetener)', '1 tablespoon sherry', '1 tablespoon oil (toasted sesame seed)', '1/2 teaspoon freshly ground black pepper', '1 1/2 tablespoons cornstarch'];Chinese
358;358;Chinese_Chicken_Thighs;['6 chicken thighs (free range)', '2 tablespoons olive oil', '1/2 teaspoon minced ginger', '2 cloves minced garlic', '3 tablespoons honey', '2 tablespoons dark soy sauce', '2 teaspoons sesame seeds', 'seasoning'];Chinese
359;359;Chinese_Fried_Rice;['2 tablespoons butter (divided)', '2 eggs (beaten)', '1 yellow onion (diced)', '2 medium carrots (diced)', '1/2 cup frozen peas', '2 cloves garlic (minced)', '1 teaspoon minced ginger', '3 cups cooked rice (cold)', '2 tablespoons soy sauce', '2 teaspoons Sriracha', '2 green onions (thinly sliced)'];Chinese
360;360;Chinese_Chicken_and_Broccoli;['1 head broccoli (cut into florets)', '3 tablespoons vegetable oil', '6 boneless chicken thighs (skinless)', '2 cloves garlic (peeled and finely chopped)', '3 spring onions (green/, trimmed and sliced)', '1 inch ginger (piece of, peeled and chopped)', '2 tablespoons hoisin sauce', '3 tablespoons light soy sauce (extra to taste)', '6 tablespoons honey (approximately)', '6 tablespoons hot water'];Chinese
361;361;Best_Portuguese_Kale_Soup;['9 ounces andouille sausages (I often like to use turkey sausage for a healthier dish)', '1 tablespoon olive oil', '1 medium onion (chopped)', '3 carrots (peeled and sliced)', '3 garlic cloves (minced)', '3 medium potatoes (chopped)', '2 cups butternut squash (peeled and chopped)', '4 cups chicken stock', '2 1/2 cups water', '1 bunch kale (at least 4 cups stems removed & coarsely chopped)', '14.5 ounces red kidney beans', '1 pinch crushed red pepper flakes', 'salt (to taste)'];Iberic
362;362;Best_Portuguese_Chourico_Sandwiches_Ever_(Family_Recipe);['2 1/2 pounds chourico (Ground, You can ground links yourself in food processor)', '1 stick salted butter', '5 cloves garlic (minced)', '1 small sweet onion (finely diced)', '8 ounces beer', '6 ounces tomato paste', '1 teaspoon Tabasco Sauce (* can add more if you like spice)', '18 rolls (Mini Papo seco, Portuguese Buns)'];Iberic
363;363;Portuguese_Orange_Cake;['2/3 cup butter (softened)', '1 1/4 cups granulated sugar', '4 large eggs (separated, room temperature)', '3 oranges (large, room temperature)', '2 cups all purpose flour', '1 teaspoon baking powder', 'confectioners sugar (for dusting, optional)'];Iberic
364;364;Portuguese_Kale_Soup;['1 pound kale', '1 pound potatoes (chopped)', '1 pound chorizo (removed from casings)', '1 cup onions (chopped)', '1/2 cup carrots (chopped)', '1/2 cup chopped celery', '3 shallots (chopped)', '4 cloves chopped garlic', '2 tablespoons olive oil', '2 quarts chicken broth', '28 ounces canned chopped tomatoes (drained)', 'salt', 'freshly ground pepper'];Iberic
365;365;Portuguese_Egg_Tart;['250 grams cake flour', '50 grams butter', '3 grams salt', '20 grams sugar', '120 grams water', '100 grams lard (or ghee)', '210 grams heavy cream', '105 milliliters milk', '75 grams sugar', '2 egg yolks', '1/2 egg'];Iberic
366;366;French_toast_(Portuguese_style);['1 loaf bread (about 16 slices)', 'milk', 'bread', '4 eggs', 'sugar', 'cinnamon', 'vegetable oil (for frying)'];Iberic
367;367;Portuguese_Beans_With_LinguicÌ§a;['1/2 teaspoon salt', '1 pound linguica', '1 pound pinto beans', '1 onion', '1/2 green bell pepper', '4 cups tomato', '1 pound pinto beans (presoaked, wash and pick out pebbles before soaking)', '1/3 pound bacon (cut up)', '1 onion (Large, chopped)', '1/2 green bell pepper (chopped)', 'water (to cover approximately 4 cups)', '15 ounces tomato sauce', '1/2 teaspoon cinnamon', '1/2 teaspoon cumin', '1/2 teaspoon salt (or to taste)', 'pepper (to taste)', '1 pound linguica (pan cooked, chopped or sliced)', '2 garlic cloves (minced)'];Iberic
368;368;Portuguese_Baked_Fish;['1 kilogram fish fillets (white flesh, we used hoki)', '1 red onion (sliced into rings)', '3 cloves garlic (sliced)', '1 tablespoon paprika', '1/2 cup extra virgin olive oil', '1/2 cup dry white wine', 'salt', 'pepper', '1 tablespoon chopped parsley (to garnish, optional)'];Iberic
369;369;Portuguese_Style_Baked_Eggs;"['1/4 cup olive oil', '3 red bell peppers (stem and seeds removed, thinly sliced)', '1 onion (large yellow or cooking, peeled, halved, and thinly sliced)', '10 cloves garlic (peeled and thinly sliced)', '1/2 teaspoon crushed red pepper flakes', '1 tablespoon chili powder', ""1 teaspoon paprika (smoked or 'regular')"", '2 whole jalapeno peppers (washed and pierced several times with a sharp knife)', '1 can fire-roasted diced tomatoes (14.5 ounces)', '1 can tomatoes (whole, in juice 28 ounces)', '4 stems fresh basil (with the leaves plus extra for garnish)', '4 stems fresh oregano (with the leaves plus extra for garnish)', '6 large eggs', '3/4 cup ricotta cheese', '1 cup cheddar cheese (grated)', '1/4 cup grated Parmesan cheese', 'kosher salt', 'black pepper', 'rustic bread (drizzled with olive oil and toasted in a pan or on a grill)', 'kalamata (or other good olives)', 'radishes (fresh)', 'softened butter', 'sea salt', 'clementines (or orange segments)']";Iberic
370;370;Portuguese_Fish_Stew;['3 plum tomatoes (ripe)', '7 ounces savoy cabbage (outer leaves removed)', '2 tablespoons extra-virgin olive oil', '7 ounces chorizo sausage (cooked or uncooked, skinned, and cut into chunks)', '2 pounds new potatoes (peeled and cut into 1/2 inch dice)', '1/2 cup white wine', '6 cups fish stock', '2 pounds fish fillets (mixed white, skinned and cut into 1-inch pieces)', 'extra virgin olive oil', 'chopped cilantro'];Iberic
371;371;Portuguese_Rolls_â€“_Papo_Secos;['10 1/2 cups all-purpose flour (plus more for kneading)', '1 1/4 tablespoons salt', '1 1/4 tablespoons sugar', '2 packages active dry yeast', '3 cups warm water'];Iberic
372;372;Peri-peri_Chicken,_the_Spicy_Portuguese_Chicken;"['4 tablespoons olive oil', ""10 chili (bird's eye, depends on the heat level of your choice)"", '4 cloves garlic (or 1 1/2 tablespoon garlic powder for a thicker consistency)', '1 lemon (about 1/4 cup)', '1 tablespoon paprika', '1 bay leaf', '1 teaspoon oregano', '1 teaspoon sea salt', '1/2 teaspoon pepper', '4 chicken legs', 'sea salt (extra, optional)']";Iberic
373;373;Portuguese_Bacalhau;"['1 pound salted cod (soaked in cold water for 24 hours)', '1 pound potatoes (white or yellow flesh)', '1 whole onion (julienned)', '4 cloves garlic (minced)', '2 whole chili peppers (chopped)', '1/2 lemon juiced', '20 olives (pitted or not; its your choice)', '1 teaspoon pepper', '2 teaspoons thyme', '1/2 cup olive oil', '1/2 cup parsley (chopped)']";Iberic
374;374;Portuguese_Grilled_Pork_Ribs;['4 pork rib (strips)', '500 milliliters white wine', '2 cloves garlic', 'fresh thyme (to taste)', 'olive oil (to taste)', 'salt (to taste)', 'black pepper (to taste)'];Iberic
375;375;Nandoâ€™s_Portuguese_Spicy_Rice;['1 cup rice', '2 cups water', '1/3 cup frozen peas', '1/2 bell pepper (diced)', '1/2 onion (diced)', '1 garlic (minced)', '1 teaspoon garlic powder', '1 teaspoon paprika', '1/2 teaspoon cayenne pepper', '1 teaspoon turmeric', '1 tablespoon olive oil', 'salt (to taste)'];Iberic
376;376;Portuguese_Sweet_Bread;['2 tablespoons active dry yeast', '1/4 cup warm water (between 105º F and 115º F)', '1 cup milk (lukewarm, scalded, then cooled)', '3/4 cup sugar', '1/2 cup butter (softened)', '3 eggs', '1 teaspoon salt', '6 1/2 cups all-purpose flour', '1 egg (for brushing on dough)', '1 teaspoon sugar (for topping)'];Iberic
377;377;Portuguese_Scallops;['1 pound sea scallops (fresh)', '1 teaspoon salt', '1/4 teaspoon black pepper', '2 tablespoons olive oil', '1/3 cup port wine', '2 tablespoons fresh lemon juice', '2 tablespoons fresh parsley (chopped)', '5 garlic cloves (minced)', '2 cups cooked rice'];Iberic
378;378;Portuguese_Spicy_Shrimp_|_Camarao_Mozambique;['1 large shallot (or 1/2 yellow onion, minced finely)', '4 cloves garlic (minced finely)', '2 tablespoons olive oil', '1 pound shrimp (leave the shells on)', '1 cup white wine (I used Vinho Verde, water or fish stock can be used instead)', '1 lemon (juiced)', '2 tablespoons hot sauce (Piri Piri, or your favorite, – add according to the heat you like)', '1 handful parsley (for garnish, optional)', '1 packet goya sazon', '1 1/2 teaspoons annatto'];Iberic
379;379;Portuguese_Style_Parisienne_Potatoes;['1 pound potatoes', '1/2 cup olive oil', '1 tablespoon garlic salt', '2 teaspoons paprika', '2 tablespoons dried oregano', '1 tablespoon roasted garlic', '1 pound potatoes (lb of parisienne, small potato balls)', '1/2 cup olive oil', '1 tablespoon garlic salt', '2 teaspoons paprika', '2 tablespoons dried oregano', '1 tablespoon roasted garlic (and red pepper spice mix)', '2 tablespoons olive oil'];Iberic
380;380;Portuguese_Daisy;['2 ounces port wine', '1 ounce brandy', '1 ounce lemon juice', '1 teaspoon simple syrup', '1 teaspoon grenadine'];Iberic
381;381;Best_Spanish_Tortilla;['10 medium eggs', 'salt', '1 teaspoon sweet Spanish paprika', '1 teaspoon dried oregano', '1 cup extra virgin olive oil (Private Reserve)', '1 1/2 pounds russet potatoes (2 to 3 russet potatoes, peeled, halved and sliced cross-wise)', '1 yellow onion (large, peeled, halved and sliced cross-wise)', '4 scallions (trimmed, chopped, both white and green portions)', '8 ounces baby spinach', '8 ounces baby arugula', 'salt', 'pepper', '1 teaspoon sumac', '2 teaspoons fresh lemon juice (more to your taste)', 'extra virgin olive oil (Early Harvest or Private Reserve)'];Iberic
382;382;The_Best_Spanish_Gazpacho;['6 tomatoes (big meaty)', '3 peppers (large)', '200 grams celery', '2 cucumber (medium)', '2 cloves garlic', '1 shallot', '1 1/4 lemon (to taste)', '3 tablespoons apple cider vinegar (to taste)', '1 tablespoon olive oil', '2 cups almonds', '1/4 cup water', '1/2 cup sugar', '100 grams dark chocolate (for melting)', '100 grams powdered sugar', 'flax seeds', 'poppy seeds', 'sesame', 'coconut flour', '1 fish (Sole, 2 filets)', '2 tablespoons sesame oil', '2 tablespoons lemon juice', 'rosemary', 'cilantro', 'basil', 'oregano', 'salt', 'pepper'];Iberic
383;383;Spanish_Rice;['1 cup long grain rice', '2 cups water', '1/4 cup onions', '2 garlic cloves', '1 tablespoon tomato paste', '1/4 teaspoon cumin', '1 teaspoon chicken bouillon powder (Caldo de Pollo en Polvo)', '3 tablespoons olive oil', 'salt (to taste)'];Iberic
384;384;Spanish-Style_Pork_Tenderloin;['1 pound pork tenderloin', '2 teaspoons olive oil', '3/4 teaspoon smoked paprika', '1/2 teaspoon ground coriander', '1/4 teaspoon salt', '1/4 teaspoon ground cumin', '1/8 teaspoon cinnamon', '1/8 teaspoon black pepper'];Iberic
385;385;Spanish_Rice_And_Beans;['1 tablespoon oil (use veggie broth if you avoid oil)', '1 medium onion (diced)', '1 medium red bell pepper (chopped)', '4 garlic cloves (minced)', '1 teaspoon ground cumin', '1 teaspoon sweet paprika', '1 teaspoon dried oregano', '1/2 teaspoon smoked paprika', '1 pinch red pepper flakes', 'salt', 'black pepper', '1 1/2 cups white rice (uncooked, *see notes)', '1 1/4 cups vegetable broth', '1 1/4 cups salsa', '15 ounces kidney beans (drained and rinsed, *see notes)', '1/2 cup green olives (halved, optional)', '1 gram cilantro (or parsley, optional)'];Iberic
386;386;Spanish-style_Chicken_Bake;['1 medium onion (cut into 8 wedges)', '1 medium red onion (cut into 8 wedges)', '500 grams new potatoes (quartered lengthways)', '8 whole garlic cloves (unpeeled)', '8 medium tomatoes (quartered)', '75 grams chorizo', '8 boneless, skinless chicken thighs', 'smoked paprika (½tsp sweet)', '1 teaspoon dried oregano', '1 green pepper (deseeded and cut into strips)', 'flaked sea salt', 'freshly ground black pepper'];Iberic
387;387;Chorizo_with_Prawns_-_one_of_the_best_Spanish_tapas;['10 prawns (raw green)', '7 chorizo sausage (z, 200 g, sliced in 1/2-inch, 1 cm pieces)', '1 garlic clove (minced)', 'olive oil', 'salt', '2 handfuls salad (Arugula)', '2 teaspoons honey', '4 tablespoons olive oil', '4 tablespoons balsamic vinegar', 'salt (to taste)'];Iberic
388;388;Spanish_Rice;['2 tomatoes (roma or vine)', '1 white onion (small)', '2 jalapeno chiles (medium)', '2 cups rice (long grain white)', '1/3 cup canola oil', '1/2 teaspoon cumin', '4 cloves garlic (minced or pressed through garlic press, about 4 teaspoons)', '2 cups chicken broth low sodium (or vegetable broth)', '1 tablespoon tomato paste', '1 1/2 teaspoons salt', '1/2 cup cilantro leaves (minced fresh-I omitted this)', '1 lime (cut into wedges for serving)'];Iberic
389;389;Best-Ever_Spanish_Rice;['2 tablespoons extra virgin olive oil', '1/4 medium onion (finely chopped)', '1/2 red bell pepper (finely chopped)', '2 cups long grain white rice', '2 cups low-sodium chicken broth', '1 cup tomato sauce', '1/2 lemon', '1 teaspoon chili powder', '1 teaspoon garlic powder', '1 teaspoon dried oregano', '1/2 teaspoon ground cumin', 'kosher salt', 'freshly ground black pepper', '1 tablespoon freshly chopped cilantro (for garnish, optional)'];Iberic
390;390;Unbelievably_Easy_Spanish_Flan;['1 cup granulated sugar', '1/3 cup water', '14 ounces sweetened condensed milk', '12 ounces evaporated milk', '3 large eggs', '1 teaspoon vanilla extract', '1 teaspoon cinnamon'];Iberic
391;391;Spanish_Flan;['1 1/2 cups granulated white sugar (300g)', '4 large eggs', '2 cups full-fat milk (480ml)', '2 vanilla beans (*, or 2 tsp vanilla extract)'];Iberic
392;392;Spanish_Pork_and_Fennel_Stew_with_Saffron_Rice;['3 pounds boneless blade pork roast (cut into 1 1/2-inch chunks)', '4 tablespoons olive oil (as needed)', 'kosher salt', 'freshly ground black pepper', '1 head fennel (cored and cut into 1/2-inch pieces)', '1 yellow onion (large, chopped)', '1 red bell pepper (large, seeded and cut into 1/2-inch pieces)', '6 cloves garlic (minced)', '1/2 cup dry sherry (OR apple juice)', 'chopped fresh cilantro (for garnish, optional)', '2 cups long grain white rice', '1 teaspoon kosher salt', '1/2 teaspoon saffron threads (crushed)'];Iberic
